source_id,source_name,category,owner_org,geography,source_type,signal_type,suggested_output_route,priority_tier,automation_feasibility,access_status,final_package_status,duplicate_status,next_action,notes,evidence_source
school_district_35_langley_capital_plan,School District 35 Langley capital plan / major projects,D_capital_future_infrastructure,School District 35 Langley,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
university_of_british_columbia_procurement,University of British Columbia procurement / bid opportunities,A_active_tender,University of British Columbia,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
simon_fraser_university_procurement,Simon Fraser University procurement / bid opportunities,A_active_tender,Simon Fraser University,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
bcit_procurement,BCIT procurement / bid opportunities,A_active_tender,BCIT,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
university_of_the_fraser_valley_procurement,University of the Fraser Valley procurement / bid opportunities,A_active_tender,University of the Fraser Valley,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
douglas_college_procurement,Douglas College procurement / bid opportunities,A_active_tender,Douglas College,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
langara_college_procurement,Langara College procurement / bid opportunities,A_active_tender,Langara College,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
vancouver_community_college_procurement,Vancouver Community College procurement / bid opportunities,A_active_tender,Vancouver Community College,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
capilano_university_procurement,Capilano University procurement / bid opportunities,A_active_tender,Capilano University,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
emily_carr_university_procurement,Emily Carr University procurement / bid opportunities,A_active_tender,Emily Carr University,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,2,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Post-secondary procurement can include civil/site servicing, campus utilities, road/parking/drainage works.",candidate_expansion_seed
university_of_british_columbia_capital_plan,University of British Columbia capital plan / major projects,D_capital_future_infrastructure,University of British Columbia,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,3,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
simon_fraser_university_capital_plan,Simon Fraser University capital plan / major projects,D_capital_future_infrastructure,Simon Fraser University,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,3,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bcit_capital_plan,BCIT capital plan / major projects,D_capital_future_infrastructure,BCIT,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,3,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
university_of_the_fraser_valley_capital_plan,University of the Fraser Valley capital plan / major projects,D_capital_future_infrastructure,University of the Fraser Valley,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,3,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
douglas_college_capital_plan,Douglas College capital plan / major projects,D_capital_future_infrastructure,Douglas College,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,3,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bc_hydro_procurement,BC Hydro procurement / bid opportunities,A_active_tender,BC Hydro,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
fortisbc_procurement,FortisBC procurement / bid opportunities,A_active_tender,FortisBC,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
translink_procurement,TransLink procurement / bid opportunities,A_active_tender,TransLink,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_transit_procurement,BC Transit procurement / bid opportunities,A_active_tender,BC Transit,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_ferries_procurement,BC Ferries procurement / bid opportunities,A_active_tender,BC Ferries,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
yvr_vancouver_airport_authority_procurement,YVR Vancouver Airport Authority procurement / bid opportunities,A_active_tender,YVR Vancouver Airport Authority,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
vancouver_fraser_port_authority_port_of_vancouver_procuremen,Vancouver Fraser Port Authority / Port of Vancouver procurement / bid opportunities,A_active_tender,Vancouver Fraser Port Authority / Port of Vancouver,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
dp_world_canada_procurement,DP World Canada procurement / bid opportunities,A_active_tender,DP World Canada,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
seaspan_procurement,Seaspan procurement / bid opportunities,A_active_tender,Seaspan,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
cn_rail_procurement,CN Rail procurement / bid opportunities,A_active_tender,CN Rail,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
cpkc_rail_procurement,CPKC Rail procurement / bid opportunities,A_active_tender,CPKC Rail,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bnsf_railway_procurement,BNSF Railway procurement / bid opportunities,A_active_tender,BNSF Railway,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
infrastructure_bc_procurement,Infrastructure BC procurement / bid opportunities,A_active_tender,Infrastructure BC,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_ministry_of_transportation_and_infrastructure_procurement,BC Ministry of Transportation and Infrastructure procurement / bid opportunities,A_active_tender,BC Ministry of Transportation and Infrastructure,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_ministry_of_citizens_services_procurement,BC Ministry of Citizens Services procurement / bid opportunities,A_active_tender,BC Ministry of Citizens Services,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_parks_procurement,BC Parks procurement / bid opportunities,A_active_tender,BC Parks,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_housing_procurement,BC Housing procurement / bid opportunities,A_active_tender,BC Housing,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
icbc_facilities_procurement,ICBC Facilities procurement / bid opportunities,A_active_tender,ICBC Facilities,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,"Owner/operator procurement source; high relevance where civil, utilities, roads, yards, terminals, stations, substations, or enabling works appear.",candidate_expansion_seed
bc_hydro_capital_plan,BC Hydro capital plan / major projects,D_capital_future_infrastructure,BC Hydro,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
fortisbc_capital_plan,FortisBC capital plan / major projects,D_capital_future_infrastructure,FortisBC,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
translink_capital_plan,TransLink capital plan / major projects,D_capital_future_infrastructure,TransLink,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bc_transit_capital_plan,BC Transit capital plan / major projects,D_capital_future_infrastructure,BC Transit,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bc_ferries_capital_plan,BC Ferries capital plan / major projects,D_capital_future_infrastructure,BC Ferries,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
yvr_vancouver_airport_authority_capital_plan,YVR Vancouver Airport Authority capital plan / major projects,D_capital_future_infrastructure,YVR Vancouver Airport Authority,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
vancouver_fraser_port_authority_port_of_vancouver_capital_pl,Vancouver Fraser Port Authority / Port of Vancouver capital plan / major projects,D_capital_future_infrastructure,Vancouver Fraser Port Authority / Port of Vancouver,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
dp_world_canada_capital_plan,DP World Canada capital plan / major projects,D_capital_future_infrastructure,DP World Canada,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
seaspan_capital_plan,Seaspan capital plan / major projects,D_capital_future_infrastructure,Seaspan,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
infrastructure_bc_capital_plan,Infrastructure BC capital plan / major projects,D_capital_future_infrastructure,Infrastructure BC,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bc_ministry_of_transportation_and_infrastructure_capital_pla,BC Ministry of Transportation and Infrastructure capital plan / major projects,D_capital_future_infrastructure,BC Ministry of Transportation and Infrastructure,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
bc_parks_capital_plan,BC Parks capital plan / major projects,D_capital_future_infrastructure,BC Parks,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
metro_vancouver_liquid_waste_services_procurement,Metro Vancouver Liquid Waste Services procurement / bid opportunities,A_active_tender,Metro Vancouver Liquid Waste Services,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
metro_vancouver_water_services_procurement,Metro Vancouver Water Services procurement / bid opportunities,A_active_tender,Metro Vancouver Water Services,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
metro_vancouver_solid_waste_services_procurement,Metro Vancouver Solid Waste Services procurement / bid opportunities,A_active_tender,Metro Vancouver Solid Waste Services,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
greater_vancouver_water_district_procurement,Greater Vancouver Water District procurement / bid opportunities,A_active_tender,Greater Vancouver Water District,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
greater_vancouver_sewerage_and_drainage_district_procurement,Greater Vancouver Sewerage and Drainage District procurement / bid opportunities,A_active_tender,Greater Vancouver Sewerage and Drainage District,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
fraser_valley_regional_district_procurement,Fraser Valley Regional District procurement / bid opportunities,A_active_tender,Fraser Valley Regional District,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
squamish_lillooet_regional_district_procurement,Squamish-Lillooet Regional District procurement / bid opportunities,A_active_tender,Squamish-Lillooet Regional District,BC / Lower Mainland,HTML listing / portal / to_verify,active tender,Active_Tenders,1,to_assess,to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify official procurement page and platform; add alert/manual workflow if no API,Potential public procurement or capital/procurement source; verify official page and procurement platform.,candidate_expansion_seed
metro_vancouver_liquid_waste_services_capital_plan,Metro Vancouver Liquid Waste Services capital plan / major projects,D_capital_future_infrastructure,Metro Vancouver Liquid Waste Services,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
metro_vancouver_water_services_capital_plan,Metro Vancouver Water Services capital plan / major projects,D_capital_future_infrastructure,Metro Vancouver Water Services,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
metro_vancouver_solid_waste_services_capital_plan,Metro Vancouver Solid Waste Services capital plan / major projects,D_capital_future_infrastructure,Metro Vancouver Solid Waste Services,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
greater_vancouver_water_district_capital_plan,Greater Vancouver Water District capital plan / major projects,D_capital_future_infrastructure,Greater Vancouver Water District,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
greater_vancouver_sewerage_and_drainage_district_capital_pla,Greater Vancouver Sewerage and Drainage District capital plan / major projects,D_capital_future_infrastructure,Greater Vancouver Sewerage and Drainage District,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
fraser_valley_regional_district_capital_plan,Fraser Valley Regional District capital plan / major projects,D_capital_future_infrastructure,Fraser Valley Regional District,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,1,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,"Potential capital plan / project pipeline source; verify official capital plan, budget, board report, or projects page.",candidate_expansion_seed
surrey_council_agenda,Surrey council / public hearing agendas,C_council_agendas,Surrey,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
township_of_langley_council_agenda,Township of Langley council / public hearing agendas,C_council_agendas,Township of Langley,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
city_of_langley_council_agenda,City of Langley council / public hearing agendas,C_council_agendas,City of Langley,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
maple_ridge_council_agenda,Maple Ridge council / public hearing agendas,C_council_agendas,Maple Ridge,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
pitt_meadows_council_agenda,Pitt Meadows council / public hearing agendas,C_council_agendas,Pitt Meadows,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
abbotsford_council_agenda,Abbotsford council / public hearing agendas,C_council_agendas,Abbotsford,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
chilliwack_council_agenda,Chilliwack council / public hearing agendas,C_council_agendas,Chilliwack,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
mission_council_agenda,Mission council / public hearing agendas,C_council_agendas,Mission,Lower Mainland / Fraser Valley,HTML/PDF agenda,rezoning / servicing agreement / capital award signal,Run_Queue,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify agenda portal and add PDF/HTML extractor workflow,"Council agendas often reveal rezonings, servicing agreements, award reports, and capital project approvals before tender.",candidate_expansion_seed
