source_id,source_name,source_category,priority_tier,official_url,url_check_status,http_status_code,automation_status_bucket,suggested_fetch_type,suggested_output_route,access_status,recommended_action,script_ready
SRC-107,YVR Construction Contractors briefing guide / gateway,H_utilities_crown_port_airport,1,https://www.yvr.ca/en/business/work-with-yvr/construction-contractors,LOGIN_OR_MANUAL,,manual_p3,pdf_manual / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-108,YVR Master Plan and capital program documents,H_utilities_crown_port_airport,1,https://www.yvr.ca/-/media/yvr/documents/community/yvr_masterplan.pdf,OK,200,semi_automated_pdf,pdf_manual,Future_Projects,public,URL is live. Proceed to scripting.,REVIEW_REQUIRED
SRC-109,Fraser Health Capital Projects,J_institutional_public_sector,1,https://www.fraserhealth.ca/about-us/capital-projects,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-110,Langley SD Capital Plan / Long-Range Facilities Plan,J_institutional_public_sector,1,https://www.sd35.bc.ca/capital-plan,LOGIN_OR_MANUAL,,manual_p3,pdf_manual,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-111,Nch’ḵay Development Projects,I_first_nations_indigenous_infrastructure,1,https://nchkay.com/,BROKEN_404,404,broken_or_replaced,html_listing / rss_feed,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-112,Semiahmoo FN community infrastructure and housing announcements,I_first_nations_indigenous_infrastructure,1,https://www.canada.ca/en/indigenous-services-canada/news/2026/01/semiahmoo-first-nation-advances-community-infrastructure-to-support-future-housing.html,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-113,Semiahmoo First Nation Economic Development,I_first_nations_indigenous_infrastructure,1,https://www.sfns.ca/economic-development,BROKEN_DNS,,broken_or_replaced,html_listing,Future_Projects,public,DNS failure — domain unreachable or removed.,FIX_URL_FIRST
SRC-114,Squamish Nation Planning & Capital Projects,I_first_nations_indigenous_infrastructure,1,https://www.squamish.net/divisions/community-services/planning-capital-projects,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-115,Tsawwassen First Nation Major Development Program backgrounder,I_first_nations_indigenous_infrastructure,1,https://tsawwassenfirstnation.com/wp-content/uploads/2019/07/TFN_Backgrounder_Moving_Forward-FINAL.pdf,BROKEN_OTHER,503,broken_or_replaced,pdf_manual,Future_Projects,public,Connection error. Verify manually.,FIX_URL_FIRST
SRC-116,Tsawwassen First Nation planning/development and industrial lands,I_first_nations_indigenous_infrastructure,1,https://tsawwassenfirstnation.com/,LOGIN_OR_MANUAL,,manual_p3,html_listing / pdf_manual,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-117,Adera Development Projects,K_private_developer_pipeline,1,https://www.adera.com/projects,BROKEN_404,404,broken_or_replaced,html_listing,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-118,Anthem Properties project news / portfolio,K_private_developer_pipeline,1,https://anthemproperties.com/projects,BROKEN_404,404,broken_or_replaced,html_listing,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-119,Beedie Fraser Mills master-planned community,K_private_developer_pipeline,1,https://www.beedie.ca/residential/fraser-mills-master-planned-community,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-120,Beedie industrial land/development portfolio,K_private_developer_pipeline,1,https://www.beedie.ca/industrial,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-121,Concert Properties Metro Vancouver projects,K_private_developer_pipeline,1,https://www.concertproperties.com/projects,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-122,Darwin Properties Developments,K_private_developer_pipeline,1,https://www.darwinproperties.com/developments,BROKEN_404,404,broken_or_replaced,html_listing,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-123,Mosaic Homes communities / properties,K_private_developer_pipeline,1,https://mosaichomes.com/communities,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-124,Onni projects / new homes pipeline,K_private_developer_pipeline,1,https://www.onni.com/projects,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-125,Polygon Homes active/selling/upcoming communities,K_private_developer_pipeline,1,https://polyhomes.com/,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-126,Qualico Communities BC pipeline,K_private_developer_pipeline,1,https://qualicocommunitiesbc.com/,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-127,Wesgroup master-planned districts / River District,K_private_developer_pipeline,1,https://wesgroup.ca/properties,LOGIN_OR_MANUAL,,manual_p3,html_listing / manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-128,"Katzie Housing, Infrastructure and Public Works Newsletter",I_first_nations_indigenous_infrastructure,1,https://katzie.ca/project/housing-infrastructure-and-public-works-newsletter-may-8-2026,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Run_Queue,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-129,Semiahmoo Development Corp partnerships / business inquiries,I_first_nations_indigenous_infrastructure,1,https://www.semiahmoofirstnation.ca/partnerships,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Run_Queue,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-130,Hall Constructors Subcontractor ITB / prequalification channel,F_gc_developer_invites,1,https://hallconstructors.com/,LOGIN_OR_MANUAL,,login_required,email_forwarded / manual_p3,Run_Queue,login_required / public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-131,Jacob Bros Construction Subcontractor Prequalification,F_gc_developer_invites,1,https://jacobbros.ca/subcontractors,LOGIN_OR_MANUAL,,login_required,email_forwarded / manual_p3,Run_Queue,login_required / public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-132,Maple Ridge Contract Registry Search,A_active_tender,1,https://www.mapleridge.ca/build-do-business/bid-opportunities/contract-registry-search,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-133,City of Langley Council Agendas,C_council_agendas,1,https://www.langleycity.ca/city-hall/council-meetings,BROKEN_404,404,broken_or_replaced,html_listing,Bulk_Intake_Raw,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-134,Pitt Meadows Council Agendas,C_council_agendas,1,https://www.pittmeadows.ca/city-hall/council-meetings,BROKEN_404,404,broken_or_replaced,html_listing,Bulk_Intake_Raw,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-135,Township of Langley Council Agendas,C_council_agendas,1,https://www.tol.ca/en/council/council-meetings.aspx,BROKEN_404,404,working_live_automated,html_listing,Bulk_Intake_Raw,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-136,KPU Bid Award Notices and Prequalified Supplier Lists,J_institutional_public_sector,1,https://www.kpu.ca/procurement/bid-award-notices,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-137,Bird Construction Subcontractor Portal,F_gc_developer_invites,1,https://www.bird.ca/subcontractors,LOGIN_OR_MANUAL,,email_or_gc_invite_workflow,manual_p3,Paid_Intelligence,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-138,Chandos Construction Subcontractors,F_gc_developer_invites,1,https://www.chandos.com/subcontractors,LOGIN_OR_MANUAL,,email_or_gc_invite_workflow,manual_p3,Paid_Intelligence,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-139,Kiewit supplier registration / GEP SMART / Business With Us,F_gc_developer_invites,1,https://www.kiewit.com/suppliers,LOGIN_OR_MANUAL,,login_required,paid_login_stub / manual_p3,Paid_Intelligence,login_required / public guide + login portal / public_with_filters,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-140,PCL Construction Subcontractor Prequalification,F_gc_developer_invites,1,https://www.pcl.com/ca/en/supplier-centre/subcontractor-prequalification,LOGIN_OR_MANUAL,,login_required,paid_login_stub,Paid_Intelligence,login_required,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-141,Tsawwassen First Nation Doing Business with TFN,I_first_nations_indigenous_infrastructure,1,https://tsawwassenfirstnation.com/business/doing-business-with-tfn,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-142,Abbotsford Bids & Tenders endpoint,A_active_tender,2,https://www.abbotsford.ca/city-hall/procurement-services,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-143,Burnaby Bidding Opportunities,A_active_tender,2,https://www.burnaby.ca/business/doing-business-with-the-city/bid-opportunities,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-144,Chilliwack Bid Opportunities endpoint,A_active_tender,2,https://www.chilliwack.com/doing-business/bid-opportunities,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-145,City of Coquitlam procurement endpoint / Bonfire or City page,A_active_tender,2,https://coquitlam.bonfirehub.ca/portal,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,,semi_automated_rss_html,api_json / html_listing,Active_Tenders,public,Platform connector required for BONFIRE. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-146,City of Delta Bids & Tenders endpoint,A_active_tender,2,https://delta.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,ods_v21 / html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-147,City of North Vancouver Bids & Tenders endpoint,A_active_tender,2,https://www.cnv.org/business/bids-and-tenders,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-148,District of North Vancouver Bids & Tenders endpoint,A_active_tender,2,https://www.dnv.org/business-development/bid-opportunities,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-149,Mission Bids & Tenders endpoint,A_active_tender,2,https://www.mission.ca/business/bids-tenders.htm,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-150,New Westminster Bids & Tenders endpoint,A_active_tender,2,https://www.newwestcity.ca/business/tenders,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-151,White Rock Bids & Tenders endpoint,A_active_tender,2,https://www.whiterockcity.ca/EN/main/city-hall/tenders.html,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-152,BC Ferries procurement / contract opportunities,H_utilities_crown_port_airport,2,https://www.bcferries.com/about/doing-business/contract-opportunities,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-153,BC Transit Procurement,H_utilities_crown_port_airport,2,https://www.bctransit.com/corporate/procurement,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-154,Abbotsford School District doing business / tenders,J_institutional_public_sector,2,https://finance.abbyschools.ca/purchasing/bid-opportunities/finance,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-155,Burnaby School District tenders,J_institutional_public_sector,2,https://burnabyschools.ca/tenders,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-156,Chilliwack School District tenders,J_institutional_public_sector,2,https://sd33.bc.ca/tenders,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-157,Coquitlam SD43 tenders,J_institutional_public_sector,2,https://www.sd43.bc.ca/Pages/tenders.aspx,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-158,Delta School District tenders,J_institutional_public_sector,2,https://www.deltasd.bc.ca/district/business-opportunities,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-159,Providence Health Care Tenders & RFPs,J_institutional_public_sector,2,https://www.providencehealthcare.org/about-providence/doing-business-with-us/tenders-rfps,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
