proposed_source_id,source_name,source_category,owner_organization,geography_coverage,source_type,official_url,example_relevant_page_or_record_url,likely_signal_type,suggested_fetch_type,suggested_output_route,access_status,priority_tier,notes
SRC-140,PCL Construction Subcontractor Prequalification,F_gc_developer_invites,PCL Construction,Canada-wide / BC projects,paid login / web form,https://www.pcl.com/ca/en/supplier-centre/subcontractor-prequalification,,GC invite,paid_login_stub,Paid_Intelligence,login_required,1,Requires manual registration; TENDER_FINDER should set up profile.
SRC-141,Tsawwassen First Nation Doing Business with TFN,I_first_nations_indigenous_infrastructure,Tsawwassen First Nation,Tsawwassen,HTML listing,https://tsawwassenfirstnation.com/business/doing-business-with-tfn/,,active tender / future project,html_listing,Active_Tenders / Future_Projects,public,1,Key source for Tsawwassen Mills/industrial expansion.
SRC-142,Abbotsford Bids & Tenders endpoint,A_active_tender,City of Abbotsford,Abbotsford,HTML listing,https://www.abbotsford.ca/business/bids-tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-143,Burnaby Bidding Opportunities,A_active_tender,City of Burnaby,Burnaby,HTML listing,https://www.burnaby.ca/doing-business/bidding-opportunities,,active tender,html_listing,Active_Tenders,public,2,
SRC-144,Chilliwack Bid Opportunities endpoint,A_active_tender,City of Chilliwack,Chilliwack,HTML listing,https://www.chilliwack.com/doing-business/bid-opportunities,,active tender,html_listing,Active_Tenders,public,2,
SRC-145,City of Coquitlam procurement endpoint / Bonfire or City page,A_active_tender,City of Coquitlam,Coquitlam (Tier 2) / Coquitlam / Port Coquitlam,Bonfire / HTML listing,https://coquitlam.bonfirehub.ca/portal/,https://www.coquitlam.ca/386/Bids-Tenders; https://www.portcoquitlam.ca/city-services/bids-tenders/,active tender,api_json / html_listing,Active_Tenders,public,2,Direct Bonfire API feed replacing fragmented manual portal checks. | N/A
SRC-146,City of Delta Bids & Tenders endpoint,A_active_tender,City of Delta,Delta (Tier 2) / Delta,bidsandtenders / HTML listing,https://delta.bidsandtenders.ca/,https://www.delta.ca/doing-business/bids-tenders,active tender,ods_v21 / html_listing,Active_Tenders,public,2,Machine-readable structured procurement feed. | Baseline #3 generic; isolates Delta heavy civil and port-adjacent roadworks.
SRC-147,City of North Vancouver Bids & Tenders endpoint,A_active_tender,City of North Vancouver,North Vancouver,HTML listing,https://www.cnv.org/business/bids-and-tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-148,District of North Vancouver Bids & Tenders endpoint,A_active_tender,District of North Vancouver,North Vancouver,HTML listing,https://www.dnv.org/business/bids-and-tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-149,Mission Bids & Tenders endpoint,A_active_tender,City of Mission,Mission,HTML listing,https://www.mission.ca/business/bids-tenders.htm,,active tender,html_listing,Active_Tenders,public,2,
SRC-150,New Westminster Bids & Tenders endpoint,A_active_tender,City of New Westminster,New Westminster,HTML listing,https://www.newwestcity.ca/business/tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-151,White Rock Bids & Tenders endpoint,A_active_tender,City of White Rock,White Rock,HTML listing,https://www.whiterockcity.ca/EN/main/city-hall/tenders.html,,active tender,html_listing,Active_Tenders,public,2,
SRC-152,BC Ferries procurement / contract opportunities,H_utilities_crown_port_airport,BC Ferries,BC coast / terminals in Lower Mainland / BC-wide; Lower Mainland terminals relevant,HTML listing,https://www.bcferries.com/about/doing-business/contract-opportunities,https://www.bcferries.com/our-company/procurement,active tender,html_listing,Active_Tenders,public,2,Worth monitoring but lower volume than municipal sources. | —
SRC-153,BC Transit Procurement,H_utilities_crown_port_airport,BC Transit,Province-wide / Lower Mainland,HTML listing,https://www.bctransit.com/corporate/procurement,,active tender,html_listing,Active_Tenders,public,2,
SRC-154,Abbotsford School District doing business / tenders,J_institutional_public_sector,Abbotsford School District (SD34),Abbotsford,HTML listing,https://www.abbyschools.ca/doing-business,,active tender,html_listing,Active_Tenders,public,2,
SRC-155,Burnaby School District tenders,J_institutional_public_sector,Burnaby School District (SD41),Burnaby,HTML listing,https://burnabyschools.ca/tenders/,,active tender,html_listing,Active_Tenders,public,2,
SRC-156,Chilliwack School District tenders,J_institutional_public_sector,Chilliwack School District (SD33),Chilliwack,HTML listing,https://sd33.bc.ca/tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-157,Coquitlam SD43 tenders,J_institutional_public_sector,Coquitlam School District (SD43),Coquitlam,HTML listing,https://www.sd43.bc.ca/Pages/tenders.aspx,,active tender,html_listing,Active_Tenders,public,2,
SRC-158,Delta School District tenders,J_institutional_public_sector,Delta School District (SD37),Delta,HTML listing,https://www.deltasd.bc.ca/our-district/business/tenders/,,active tender,html_listing,Active_Tenders,public,2,
SRC-159,Providence Health Care Tenders & RFPs,J_institutional_public_sector,Providence Health Care,Vancouver,HTML listing,https://www.providencehealthcare.org/about-providence/doing-business-with-us/tenders-rfps,,active tender,html_listing,Active_Tenders,public,2,Major hospital redevelopment with extensive civil scope.
SRC-160,Richmond School District tenders,J_institutional_public_sector,Richmond School District (SD38),Richmond,HTML listing,https://www.sd38.bc.ca/our-district/finance/tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-161,SFU Procurement / current opportunities,J_institutional_public_sector,Simon Fraser University,Burnaby / Surrey / Burnaby / Surrey / Vancouver,HTML listing,https://www.sfu.ca/finance/suppliers/current-opportunities.html,https://www.sfu.ca/finance/departments/procurement-page.html; https://www.sfu.ca/finance/services/procurement/competitive-bidding.html,active tender,html_listing,Active_Tenders,public,2,Better as owner workflow than generic BC Bid searches alone. | —
SRC-162,UFV Procurement Services,J_institutional_public_sector,University of the Fraser Valley,Abbotsford / Chilliwack,HTML listing,https://www.ufv.ca/supply-chain/procurement/,https://www.ufv.ca/supply-chain/procurement/competitive-purchasing/,active tender,html_listing,Active_Tenders,public,2,Stronger than generic post-secondary monitoring because geography matches TENDER_FINDER. | —
SRC-163,Vancouver Coastal Health procurement / doing business,J_institutional_public_sector,Vancouver Coastal Health,Vancouver / Richmond / North Shore / Richmond / North Shore / Vancouver / Sea-to-Sky,HTML listing,http://www.vch.ca/about-us/doing-business-with-vch,https://www.vch.ca/en/contracted-services-and-procurement,active tender,html_listing,Active_Tenders,public,2,"Not as core as Fraser Health, but still regionally relevant. | —"
SRC-164,Vancouver School Board tenders,J_institutional_public_sector,Vancouver School Board,Vancouver,HTML listing,https://www.vsb.bc.ca/page/5261/tenders,,active tender,html_listing,Active_Tenders,public,2,
SRC-165,Onni supplier and subcontractor application form,F_gc_developer_invites,Onni Group,Western Canada focus including BC,HTML form,https://onni.com/about/construction/supplier-application-form/,,GC invite / prequalification,manual_p3,Active_Tenders,public,2,"Subsource of generic GC/Developer Subcontractor Portals, but justified for Onni-specific tracking because of its development volume."
SRC-166,Burnaby Major Development Projects,B_dev_applications,City of Burnaby,Burnaby,HTML listing,https://www.burnaby.ca/services-and-payments/development-permits-construction/major-development-projects,,future project,html_listing,Future_Projects,public,2,Pair with engineering / subdivision signals when available. | —
SRC-167,Burnaby Preliminary Plan Approval,B_dev_applications,City of Burnaby,Burnaby,HTML listing,https://www.burnaby.ca/services-and-payments/development-permits-construction/preliminary-plan-approval,,development application,html_listing,Future_Projects,public,2,"Time-sensitive because Burnaby is phasing out new PPAs after June 30, 2026. | —"
SRC-168,Coquitlam Development Applications,B_dev_applications,City of Coquitlam,Coquitlam,HTML listing,https://www.coquitlam.ca/250/Development-Applications,,development application,html_listing,Future_Projects,public,2,"Add a freshness warning in the register. | Related to existing Coquitlam development portal concept, but this direct page is still a useful endpoint."
SRC-169,FVRD Current Developments,B_dev_applications,Fraser Valley Regional District,FVRD electoral areas,HTML listing,https://www.fvrd.ca/EN/main/services/planning-development/current-developments.html,,development application,html_listing,Future_Projects,public,2,One of the strongest greenfield / rural-servicing sources in the Fraser Valley. | —
SRC-170,Port Coquitlam Land Use & Subdivision,B_dev_applications,City of Port Coquitlam,Port Coquitlam,HTML listing,https://www.portcoquitlam.ca/business-development/property-development-building/land-use-subdivision,,development application,html_listing,Future_Projects,public,2,High-value Tier 2 planning source. | —
SRC-171,Vancouver Rezoning Applications / Rezoning Centre,B_dev_applications,City of Vancouver,Vancouver,HTML listing,https://vancouver.ca/home-property-development/rezoning-applications.aspx,https://rezoning.vancouver.ca/applications/,rezoning / development application,html_listing,Future_Projects,public,2,"Good for early-market intelligence, even if many projects are mixed-use. | Treat as the machine-facing endpoint; keep TENDER_FINDER_NEW_035 as the human-facing policy page. | —"
SRC-172,Abbotsford Capital Projects,D_capital_future_infrastructure,City of Abbotsford,Abbotsford,HTML listing,https://www.abbotsford.ca/city-services/engineering/capital-projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-173,BC Housing Future / Planned Procurement Forecast,D_capital_future_infrastructure,BC Housing,BC,HTML listing,https://www.bchousing.org/procurement,,(future/planned section),html_listing,Future_Projects,public,2,Existing source 4 is active opportunities; this forecast page is separate.
SRC-174,Burnaby Capital Projects,D_capital_future_infrastructure,City of Burnaby,Burnaby,HTML listing,https://www.burnaby.ca/city-services/capital-projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-175,Chilliwack Capital Projects,D_capital_future_infrastructure,City of Chilliwack,Chilliwack,HTML listing,https://www.chilliwack.com/engineering/capital-projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-176,Coquitlam Capital Projects,D_capital_future_infrastructure,City of Coquitlam,Coquitlam,HTML listing,https://www.coquitlam.ca/440/Capital-Projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-177,Delta Capital Projects,D_capital_future_infrastructure,City of Delta,Delta,HTML listing,https://www.delta.ca/services/engineering/capital-projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-178,FVRD Regional Infrastructure Projects,D_capital_future_infrastructure,Fraser Valley Regional District,Fraser Valley,HTML listing,https://www.fvrd.ca/EN/main/services/engineering.html,,future project,html_listing,Future_Projects,public,2,
SRC-179,FVRD Regional and Sub-Regional Detailed Budgets,D_capital_future_infrastructure,Fraser Valley Regional District,Fraser Valley,PDF,https://haveyoursay.fvrd.ca/27650/widgets/111978/documents/98661,,capital plan,pdf_manual,Future_Projects,public,2,Complements tender RSS by flagging future capital envelopes for civil works.
SRC-180,Mission Capital Projects,D_capital_future_infrastructure,City of Mission,Mission,HTML listing,https://www.mission.ca/city-services/engineering/capital-projects/,,future project / active,html_listing,Future_Projects,public,2,
SRC-181,Port Coquitlam Capital Projects,D_capital_future_infrastructure,City of Port Coquitlam,Port Coquitlam,HTML listing,https://www.portcoquitlam.ca/city-services/engineering/capital-projects/,,future project / active,html_listing,Future_Projects,public,2,
SRC-182,Richmond Capital Projects,D_capital_future_infrastructure,City of Richmond,Richmond,HTML listing,https://www.richmond.ca/services/engineering/capital-projects,,future project / active,html_listing,Future_Projects,public,2,
SRC-183,UBC Capital Projects / planning pages,D_capital_future_infrastructure,UBC,Vancouver / Vancouver & Richmond campus-linked sites,HTML listing / HTML list,https://planning.ubc.ca/capital-projects,https://mednet.med.ubc.ca/resources/facilities/projects/capital-projects/,future project / capital plan / future project,html_listing / manual_p3,Future_Projects,public,2,Good example of sub-owner capital lists inside UBC ecosystem.
SRC-184,Vancouver Capital Construction Project Map,D_capital_future_infrastructure,City of Vancouver,Vancouver,HTML listing,https://vancouver.ca/streets-transportation/capital-projects.aspx,,future project / active,html_listing,Future_Projects,public,2,
SRC-185,BC Ferries terminal renewal newsroom,H_utilities_crown_port_airport,BC Ferries,"Lower Mainland terminals, especially Horseshoe Bay / Tsawwassen",HTML listing,https://www.bcferries.com/news-releases/essential-infrastructure-renewal-program-at-horseshoe-bay-terminal-gets-underway,https://www.bcferries.com/news-releases/bc-ferries-advances-construction-introduces-customer-focused-improvements-Horseshoe-Bay,news / early signal,html_listing,Future_Projects,public,2,"Treat as capital / renewal signal, not tender feed. | —"
SRC-186,BC Hydro Fraser Valley capital-program announcement,H_utilities_crown_port_airport,BC Hydro,"Chilliwack, Abbotsford, Mission, Hope / Canada (filter BC)",HTML news,https://www.renewcanada.net/bc-hydro-announces-1b-worth-of-capital-projects-for-the-fraser-valley/,https://www.renewcanada.net,capital plan / news / news / early signal,manual_p3,Future_Projects,public,2,Treated as standing news/intel for that regional program rather than a live tender feed. | Complements Journal of Commerce/SiteNews with more national/infrastructure focus rather than general real estate.
SRC-187,BC Hydro Lower Mainland / Fraser Valley project news feed,H_utilities_crown_port_airport,BC Hydro,Lower Mainland / Fraser Valley within BC-wide news,HTML listing,https://www.bchydro.com/news/press_centre.html,https://www.bchydro.com/news/press_centre/news_releases/2026/mount-lehman-substation.html,news / early signal,html_listing,Future_Projects,public,2,Use for “project starts / approvals / expansion” rather than live tenders. | —
SRC-188,CN Lower Mainland Infrastructure News,H_utilities_crown_port_airport,CN,Burnaby / North Shore / Port area,HTML listing,https://www.cn.ca/en/stories/20250429-cn-and-port-of-vancouver-collaborating,,future project,html_listing,Future_Projects,public,2,Best as analyst review feed. | —
SRC-189,FortisBC Builders & Developers construction services,H_utilities_crown_port_airport,FortisBC,BC gas/electric service areas,HTML info,https://www.fortisbc.com/build-renovate/builders-and-developers,,future project / developer pipeline,manual_p3,Future_Projects,public,2,Better for relationship/intel than scraping; tie into BD workflow for leads.
SRC-190,YVR North Runway Modernization project page,H_utilities_crown_port_airport,Vancouver Airport Authority,YVR / Richmond,HTML listing,https://www.yvr.ca/en/business/north-runway-modernization,https://news.yvr.ca/north-runway-modernization-program-launches-spring-2025/,future project,html_listing,Future_Projects,public,2,Track page changes and related newsroom posts. | —
SRC-191,Abbotsford School District Capital Planning,J_institutional_public_sector,School District 34 (Abbotsford),Abbotsford,HTML,https://facilities.abbyschools.ca/node/269,,capital plan,manual_p3,Future_Projects,public,2,Adds Abbotsford K–12 layer to existing municipal and BC MoTI sources.
SRC-192,BC Health Infrastructure Projects listing,J_institutional_public_sector,Province of British Columbia,Province-wide,HTML,https://www2.gov.bc.ca/gov/content/health/accessing-health-care/capital-projects,,capital plan,manual_p3,Future_Projects,public,2,Complements regional health authorities; good for spotting large projects early.
SRC-193,BCIT Facilities and Campus Planning Projects,J_institutional_public_sector,BCIT,"Burnaby, Delta, North Vancouver, Richmond, Vancouver",HTML,https://www.bcit.ca/facilities/,,future project / minor capital,manual_p3,Future_Projects,public,2,No central BCIT capital entry exists in current register; adds another institutional owner.
SRC-194,BCIT South Campus Infrastructure Renewal,J_institutional_public_sector,BCIT,Burnaby,HTML listing,https://www.bcit.ca/campus-plan/major-projects/scir/,,future project,html_listing,Future_Projects,public,2,One of the better post-secondary future-civil pages in Metro Vancouver. | —
SRC-195,Coquitlam SD43 Capital Planning,J_institutional_public_sector,School District 43 (Coquitlam),Coquitlam / Port Coquitlam / Port Moody,HTML,https://www.sd43.bc.ca/CapitalProjects/Pages/CapitalPlan.aspx,,capital plan,manual_p3,Future_Projects,public,2,Complements Coquitlam municipal development portal with school-driven civil demand.
SRC-196,SFU Construction Projects,J_institutional_public_sector,Simon Fraser University,Burnaby / Surrey / Vancouver,HTML listing,https://www.sfu.ca/fs/projects-initiatives/construction-projects.html,,future project,html_listing,Future_Projects,public,2,Useful for construction-start signals and project naming. | —
SRC-197,UBC Facilities Current Projects,J_institutional_public_sector,UBC Facilities,Vancouver,HTML listing,https://facilities.ubc.ca/projects/projects-on-campus/current-projects/,,future project,html_listing,Future_Projects,public,2,"Good for campus utility, road, and public-realm renewal signals. | —"
SRC-198,VCH development / major project pages,J_institutional_public_sector,Vancouver Coastal Health,"VGH campus, Vancouver / Richmond / North Shore / Vancouver / Sea-to-Sky",HTML project page / HTML listing,https://medicalstaff.vch.ca/Pages/VGH-OR-Renewal-Project.aspx,https://www.vch.ca/en/about-us/our-vision/strategic-priorities/development-projects; https://www.vch.ca/en/news/vancouver-coastal-health-launches-procurement-new-long-term-care-sites-squamish-west-vancouver,future project / capital plan / future project,manual_p3 / html_listing,Future_Projects,public,2,Could be generalized into 'VCH Major Projects pages' in your register. | Especially relevant for North Shore and Richmond-area site work. | —
SRC-199,Vancouver School Board Current Capital Projects,J_institutional_public_sector,Vancouver School Board,City of Vancouver,HTML,https://www.vsb.bc.ca/current-capital-projects,,capital plan / future project,manual_p3,Future_Projects,public,2,Helps track city-school projects beyond City of Vancouver permits.
SRC-200,MST Development Projects,I_first_nations_indigenous_infrastructure,MST Development Corporation,Metro Vancouver,HTML listing,https://mstdevelopment.ca/projects/,,developer pipeline,html_listing,Future_Projects,public,2,High strategic value even when projects are large and phased. | —
SRC-201,Musqueam Economic Development,I_first_nations_indigenous_infrastructure,Musqueam Indian Band,Vancouver / Musqueam lands / Vancouver / Fraser River,HTML listing / HTML,https://www.musqueam.bc.ca/economic-development/,,developer pipeline / developer pipeline / FN infrastructure,html_listing / manual_p3,Future_Projects,public,2,Useful for early-stage land deals and servicing on Musqueam-linked lands.
SRC-202,Tsleil-Waututh Nation Economic Development,I_first_nations_indigenous_infrastructure,Tsleil-Waututh Nation,North Vancouver,HTML listing,https://twnation.ca/economic-development/,,developer pipeline,html_listing,Future_Projects,public,2,
SRC-203,Marcon Projects,K_private_developer_pipeline,Marcon,"Lower Mainland / Metro Vancouver, including Surrey / Coquitlam / Port Moody",HTML listing,https://www.marcon.ca/developments/,https://marcon.ca/en/projects; https://marcon.ca/en/projects/tricity-central,developer pipeline,html_listing,Future_Projects,public,2,TriCity Central is especially useful for Tri-Cities pipeline tracking. | A more actionable owner-specific endpoint than generic developer-announcement monitoring.
SRC-204,Porte Communities Developments,K_private_developer_pipeline,Porte Communities,Lower Mainland,HTML listing,https://www.porte.ca/developments,,developer pipeline,html_listing,Future_Projects,public,2,
SRC-205,Coquitlam Public Notices,C_council_agendas,City of Coquitlam,Coquitlam,HTML listing,https://www.coquitlam.ca/725/Public-Notices,https://www.coquitlam.ca/728/Public-Hearings,rezoning,html_listing,Run_Queue,public,2,"Especially useful where application page freshness is uncertain. | Related to generic council/public-hearing coverage, but materially useful as a city-specific endpoint."
SRC-206,"FVRD Agendas, Minutes & Webcasts",C_council_agendas,Fraser Valley Regional District,FVRD,HTML listing,https://www.fvrd.ca/EN/main/government/agendas-minutes-webcasts.html,,future project,html_listing,Run_Queue,public,2,Use on a weekly review cadence. | —
SRC-207,Port of Vancouver submissions portal,H_utilities_crown_port_airport,Vancouver Fraser Port Authority,Port of Vancouver / Lower Mainland,other,https://submissions.portvancouver.com/,,active tender,manual_p3,Run_Queue,login_required,2,Do not scrape; maintain as manual login workflow. | —
SRC-208,Kwantlen First Nation Land & Resource Referrals,I_first_nations_indigenous_infrastructure,Kwantlen First Nation,Fraser River corridor (Surrey/Langley area),HTML,https://kwantlenfn.ca,,FN referrals / early signal,manual_p3,Run_Queue,public,2,Early warning for both FN-driven and third-party infrastructure intersecting the territory.
SRC-209,FVRD Web Map,B_dev_applications,Fraser Valley Regional District,FVRD electoral areas,other,https://maps.fvrd.ca/portal/apps/webappviewer/index.html,https://www.fvrd.ca/EN/main/services/mapping.html,development application,manual_p3,Bulk_Intake_Raw,public,2,Better for analyst map review than automated extraction unless GIS work is funded. | —
SRC-210,Burnaby Council Agendas,C_council_agendas,City of Burnaby,Burnaby,HTML listing,https://www.burnaby.ca/city-hall/city-council/council-meetings,,rezoning/development application,html_listing,Bulk_Intake_Raw,public,2,
SRC-211,Coquitlam Council Agendas,C_council_agendas,City of Coquitlam,Coquitlam,HTML listing,https://www.coquitlam.ca/554/Council-Agendas-Minutes,,rezoning/development application,html_listing,Bulk_Intake_Raw,public,2,
SRC-212,Port Coquitlam Council Agendas,C_council_agendas,City of Port Coquitlam,Port Coquitlam,HTML listing,https://www.portcoquitlam.ca/city-government/city-council/council-meetings/,,rezoning/development application,html_listing,Bulk_Intake_Raw,public,2,
SRC-213,Richmond Council Agendas,C_council_agendas,City of Richmond,Richmond,HTML listing,https://www.richmond.ca/city-hall/council/agendas.htm,,rezoning/development application,html_listing,Bulk_Intake_Raw,public,2,
SRC-214,Aplin Martin projects and news,G_news_early_signal,Aplin Martin,Lower Mainland / Fraser Valley,HTML listing,https://www.aplinmartin.com/projects/208-street-corridor-and-willowbrook-212-connector-project,https://www.aplinmartin.com/news/surrey-langley-skytrain-extension,news / early signal,html_listing,Bulk_Intake_Raw,public,2,"Use for analyst review, not direct opportunity ingestion. | —"
SRC-215,Kerr Wood Leidal / KWL Project Feed,G_news_early_signal,Kerr Wood Leidal,"BC-wide, useful in Lower Mainland",RSS,https://www.kwl.ca/project/feed/,https://www.kwl.ca/project/shoreline-trail-sanitary-sewer-upgrades/,news / early signal,rss_feed,Bulk_Intake_Raw,public,2,Good connector candidate because the feed is already structured. | —
SRC-216,EllisDon Trade Partner Registration,F_gc_developer_invites,EllisDon,Canada-wide / BC,web form,https://www.ellisdon.com/trade-partners,,GC invite,manual_p3,Paid_Intelligence,public,2,
SRC-217,Graham Construction Trade Partners,F_gc_developer_invites,Graham Construction,Canada-wide / BC,web form,https://www.graham.ca/trade-partners,,GC invite,manual_p3,Paid_Intelligence,public,2,
SRC-218,CN Procurement Opportunities,H_utilities_crown_port_airport,CN,Canada-wide; Lower Mainland rail / port overlap,HTML listing,https://www.cn.ca/en/suppliers/procurement-opportunities/,,active tender,html_listing,Active_Tenders,public_with_filters,3,Filter for BC / infrastructure / construction. | —
SRC-219,Talking Energy Current Projects,H_utilities_crown_port_airport,FortisBC,"BC-wide, filterable by project",HTML listing,https://talkingenergy.ca/project,https://talkingenergy.ca/project/eagle-mountain-woodfibre-gas-pipeline-project,future project,html_listing,Future_Projects,public,3,Good for major utility corridor and LNG-adjacent works. | —
SRC-220,Burnaby SD / BC major school project records,J_institutional_public_sector,SD41 / Province of British Columbia,Burnaby,HTML,https://www2.gov.bc.ca/gov/content/education-training/k-12/administration/capital/major-capital-projects/kitchener-elementary-sc,,future project / capital,manual_p3,Future_Projects,public,3,Could be generalized into a 'BC Major School Projects DB' in your taxonomy.
SRC-221,KPU 5-Year Maintenance / Renovation Plan,J_institutional_public_sector,Kwantlen Polytechnic University,"Langley, Surrey, Richmond, Cloverdale",PDF / HTML,https://www.kpu.ca/facilities/practices/operations--5-year-maintenance-renovations-plan,,capital plan,pdf_manual,Future_Projects,public,3,Lower civil intensity but still relevant in Langley/Surrey footprint.
SRC-222,Sto:lo Nation Economic Development,I_first_nations_indigenous_infrastructure,Sto:lo Nation,Fraser Valley,HTML listing,https://www.stolonation.bc.ca/economic-development,,developer pipeline,html_listing,Future_Projects,public,3,
SRC-223,FortisBC Trade Ally Network,F_gc_developer_invites,FortisBC,Fortis electric/gas service areas,HTML + forms,https://www.fortisbc.com/build-renovate/contractors/join-the-trade-ally-network,,GC invite / network,manual_p3,Run_Queue,public,3,Lower civil intensity; keep as low-priority relationship program.
SRC-224,Turner Subcontractors,F_gc_developer_invites,Turner Construction,Canada / North America,other,https://www.turnerconstruction.com/subcontractors,https://www.turnerconstruction.com/contact-us,GC invite,manual_p3,Run_Queue,public_with_filters,3,"Do not scrape login steps; treat as manual relationship pipeline. | Falls under existing GC invite concept, but Turner’s own prequalification page is a high-value specific workflow."
SRC-225,BC Environmental Assessment Office EPIC Projects,D_capital_future_infrastructure,BC Environmental Assessment Office,"BC-wide, filterable",HTML listing,https://projects.eao.gov.bc.ca/projects-list,https://projects.eao.gov.bc.ca/projects,future project,html_listing,Bulk_Intake_Raw,public,3,Keep BC filters and sector keywords. | —
SRC-226,Canadian Impact Assessment Registry,D_capital_future_infrastructure,Impact Assessment Agency of Canada,"Canada-wide, BC-filterable",HTML listing,https://www.iaac-aeic.gc.ca/050/evaluations,https://www.iaac-aeic.gc.ca/050/evaluations/exploration?document_type=project&permits=true,future project,html_listing,Bulk_Intake_Raw,public,3,Best as federal-major-project early warning source. | —
SRC-227,BCIB Indigenous Procurement Initiative,I_first_nations_indigenous_infrastructure,BC Infrastructure Benefits,BC Community Benefits Agreement projects,HTML,https://bcib.ca/about-us/ipi/,https://bcib.ca/about-us/cba/,procurement process / early signal,manual_p3,Paid_Intelligence,public,3,Overlaps with general BCIB/CBA concepts if already tracked; add only if you want a dedicated Indigenous-procurement lens.
